miRNA,mRNA
ath-miR156j,AT1G27360
ath-miR156j,AT5G43270
ath-miR156j,AT5G50570
ath-miR156j,AT5G43270
ath-miR156j,AT1G27360
ath-miR156j,AT5G50570
ath-miR156j,AT1G27370
ath-miR156j,AT1G27370
ath-miR156j,AT5G43270
ath-miR156j,AT5G50670
ath-miR156j,AT2G42200
ath-miR156j,AT1G53160
ath-miR156j,AT3G15270
ath-miR156j,AT2G33810
ath-miR156j,AT1G71400
ath-miR156j,AT3G47170
ath-miR156j,AT1G22000
ath-miR156j,AT1G26890
ath-miR156j,AT1G03730
ath-miR156j,AT5G38610
ath-miR156j,AT2G17640
ath-miR156j,AT4G20700
ath-miR156j,AT3G14120
ath-miR156j,AT3G14120
ath-miR156j,AT3G14120
ath-miR156j,AT1G34560
ath-miR156j,AT3G62422
ath-miR156j,AT3G62420
ath-miR156j,AT3G28690
ath-miR156j,AT1G67040
ath-miR156j,AT3G11960
ath-miR156j,AT3G15040
ath-miR156j,AT1G29890
ath-miR156j,AT1G29890
ath-miR156j,AT5G43460
ath-miR156j,AT1G20710
ath-miR156j,AT3G48070
ath-miR156j,AT2G17220
ath-miR156j,AT2G17220
ath-miR156j,AT1G35516
ath-miR156j,AT1G80910
ath-miR156j,AT4G35730
ath-miR156j,AT3G27150
ath-miR156j,AT4G33300
ath-miR156j,AT4G33300
ath-miR156j,AT4G13020
ath-miR156j,AT4G13020
ath-miR156j,AT4G13020
ath-miR156j,AT4G28070
ath-miR156j,AT4G28070
ath-miR156j,AT4G24270
ath-miR156j,AT4G24270
ath-miR156j,AT3G17365
ath-miR156j,AT3G17365
ath-miR156j,AT1G76680
ath-miR156j,AT1G76680
ath-miR156j,AT4G12110
ath-miR156j,AT1G76690
ath-miR156j,AT1G71690
ath-miR394a,AT1G27340
ath-miR394a,AT5G09672
ath-miR394a,AT5G09670
ath-miR394a,AT5G09670
ath-miR394a,AT4G14850
ath-miR394a,AT5G64550
ath-miR394a,AT5G64552
ath-miR394a,AT4G20430
ath-miR394a,AT4G20430
ath-miR394a,AT5G67130
ath-miR394a,AT1G40104
ath-miR394a,AT1G79790
ath-miR394a,AT1G61400
ath-miR776,AT5G62310
ath-miR776,AT3G22790
ath-miR776,AT1G24310
ath-miR156f-5p,AT1G27370
ath-miR156f-5p,AT1G27360
ath-miR156f-5p,AT1G27370
ath-miR156f-5p,AT5G50570
ath-miR156f-5p,AT5G43270
ath-miR156f-5p,AT1G69170
ath-miR156f-5p,AT1G27360
ath-miR156f-5p,AT1G27360
ath-miR156f-5p,AT5G43270
ath-miR156f-5p,AT5G43270
ath-miR156f-5p,AT1G27360
ath-miR156f-5p,AT3G57920
ath-miR156f-5p,AT5G50570
ath-miR156f-5p,AT1G27370
ath-miR156f-5p,AT2G42200
ath-miR156f-5p,AT5G50670
ath-miR156f-5p,AT1G27370
ath-miR156f-5p,AT2G33810
ath-miR156f-5p,AT1G53160
ath-miR156f-5p,AT3G28690
ath-miR156f-5p,AT3G15270
ath-miR156f-5p,AT4G24270
ath-miR156f-5p,AT4G24270
ath-miR156f-5p,AT1G71690
ath-miR156f-5p,AT4G35170
ath-miR156f-5p,AT3G62420
ath-miR156f-5p,AT3G62422
ath-miR156f-5p,AT1G03980
ath-miR156f-5p,AT2G21840
ath-miR156f-5p,AT2G46850
ath-miR156f-5p,AT1G25500
ath-miR156f-5p,AT1G71400
ath-miR156f-5p,AT3G47170
ath-miR156f-5p,AT1G22000
ath-miR156f-5p,AT1G26890
ath-miR156f-5p,AT2G37860
ath-miR156f-5p,AT5G25560
ath-miR156f-5p,AT2G37860
ath-miR156f-5p,AT5G25560
ath-miR156f-5p,AT5G25560
ath-miR156f-5p,AT1G03730
ath-miR156f-5p,AT5G38610
ath-miR156f-5p,AT1G16916
ath-miR156f-5p,AT2G17640
ath-miR156f-5p,AT4G10595
ath-miR4221,AT2G39350
ath-miR4221,AT1G76280
ath-miR4221,AT1G76280
ath-miR4221,AT1G76280
ath-miR4221,AT1G69588
ath-miR4221,AT5G38150
ath-miR4221,AT1G34150
ath-miR4221,AT3G63400
ath-miR4221,AT3G63400
ath-miR4221,AT5G41070
ath-miR4221,AT2G15110
ath-miR4221,AT5G07980
ath-miR5015,AT3G29230
ath-miR5015,AT3G20770
ath-miR395a,AT5G43780
ath-miR395a,AT2G28780
ath-miR395a,AT1G50930
ath-miR395a,AT5G10180
ath-miR395a,AT5G13630
ath-miR395a,AT5G13630
ath-miR395a,AT4G14680
ath-miR395a,AT3G22890
ath-miR395a,AT4G23840
ath-miR854b,AT5G05100
ath-miR854b,AT5G19590
ath-miR854b,AT1G15530
ath-miR854b,AT1G53560
ath-miR854b,AT3G56110
ath-miR854b,AT3G56110
ath-miR854b,AT1G53770
ath-miR854b,AT1G53770
ath-miR854b,AT4G00680
ath-miR854b,AT1G50732
ath-miR854b,AT1G49290
ath-miR854b,AT3G10630
ath-miR854b,AT2G41640
ath-miR854b,AT2G41640
ath-miR854b,AT5G55370
ath-miR854b,AT3G02970
ath-miR854b,AT1G34370
ath-miR854b,AT1G34370
ath-miR854b,AT1G34370
ath-miR854b,AT3G62850
ath-miR1886.1,AT4G18320
ath-miR1886.1,AT1G56720
ath-miR1886.1,AT1G61210
ath-miR1886.1,AT1G61210
ath-miR1886.1,AT3G11030
ath-miR1886.1,AT5G22770
ath-miR1886.1,AT3G19310
ath-miR1886.1,AT3G10350
ath-miR1886.1,AT3G10350
ath-miR1886.1,AT5G16280
ath-miR1886.1,AT5G16280
ath-miR1886.1,AT4G29000
ath-miR1886.1,AT2G47940
ath-miR1886.1,AT2G47940
ath-miR1886.1,AT1G06040
ath-miR1886.1,AT1G06040
ath-miR1886.1,AT4G22400
ath-miR1886.1,AT4G18310
ath-miR5025,AT5G65320
ath-miR5025,AT5G41140
ath-miR5025,AT5G41140
ath-miR5025,AT5G59360
ath-miR5025,AT5G57035
ath-miR5025,AT1G68530
ath-miR5025,AT1G28620
ath-miR172d-3p,AT4G36920
ath-miR172d-3p,AT4G36920
ath-miR172d-3p,AT5G60120
ath-miR172d-3p,AT5G60120
ath-miR172d-3p,AT2G28550
ath-miR172d-3p,AT2G28550
ath-miR172d-3p,AT2G28550
ath-miR172d-3p,AT3G54990
ath-miR172d-3p,AT5G67180
ath-miR172d-3p,AT2G39250
ath-miR172d-3p,AT2G10440
ath-miR172d-3p,AT2G10440
ath-miR172d-3p,AT3G49690
ath-miR172d-3p,AT3G48185
ath-miR172d-3p,AT4G38830
ath-miR172d-3p,AT5G16000
ath-miR172d-3p,AT4G24630
ath-miR172d-3p,AT5G27840
ath-miR172d-3p,AT5G27840
ath-miR172d-3p,AT5G07190
ath-miR172d-3p,AT5G51590
ath-miR172d-3p,AT3G30120
ath-miR172d-3p,AT2G40250
ath-miR172d-3p,AT5G12900
ath-miR172d-3p,AT1G45100
ath-miR172d-3p,AT1G61290
ath-miR1886.3,AT5G07970
ath-miR1886.3,AT5G13180
ath-miR1886.3,AT1G63710
ath-miR1886.3,AT1G19140
ath-miR1886.3,AT1G19140
ath-miR1886.3,AT5G18180
ath-miR1886.3,AT4G21240
ath-miR1886.3,AT5G24140
ath-miR1886.3,AT5G43560
ath-miR1886.3,AT3G28040
ath-miR169e,AT1G70700
ath-miR169e,AT1G70700
ath-miR169e,AT5G06510
ath-miR169e,AT5G06510
ath-miR169e,AT3G05690
ath-miR169e,AT5G06510
ath-miR169e,AT4G00893
ath-miR169e,AT3G20910
ath-miR169e,AT5G12840
ath-miR169e,AT5G12840
ath-miR169e,AT5G12840
ath-miR169e,AT5G12840
ath-miR169e,AT1G54160
ath-miR169e,AT1G68560
ath-miR169e,AT2G46020
ath-miR169e,AT2G46020
ath-miR169e,AT4G12382
ath-miR169e,AT4G12382
ath-miR156g,AT5G43270
ath-miR156g,AT2G42200
ath-miR156g,AT5G50570
ath-miR156g,AT1G27360
ath-miR156g,AT5G43270
ath-miR156g,AT1G69170
ath-miR156g,AT1G27360
ath-miR156g,AT5G50670
ath-miR156g,AT1G27370
ath-miR156g,AT1G27360
ath-miR156g,AT1G27370
ath-miR156g,AT1G27360
ath-miR156g,AT5G43270
ath-miR156g,AT1G27370
ath-miR156g,AT5G50570
ath-miR156g,AT3G57920
ath-miR156g,AT1G27370
ath-miR156g,AT2G33810
ath-miR156g,AT1G53160
ath-miR156g,AT1G03980
ath-miR156g,AT2G21840
ath-miR156g,AT4G35170
ath-miR156g,AT3G28690
ath-miR156g,AT2G43700
ath-miR156g,AT2G46850
ath-miR156g,AT3G15270
ath-miR156g,AT4G24270
ath-miR156g,AT4G24270
ath-miR156g,AT1G03730
ath-miR156g,AT1G71690
ath-miR156g,AT2G17640
ath-miR156g,AT1G34560
ath-miR395e,AT5G43780
ath-miR395e,AT2G28780
ath-miR395e,AT1G50930
ath-miR395e,AT5G10180
ath-miR395e,AT5G13630
ath-miR395e,AT5G13630
ath-miR395e,AT4G14680
ath-miR395e,AT3G22890
ath-miR395e,AT4G23840
ath-miR5021,AT2G28100
ath-miR5021,AT1G14200
ath-miR5021,AT1G30650
ath-miR5021,AT4G36950
ath-miR5021,AT1G70900
ath-miR5021,AT3G22950
ath-miR5021,AT3G22950
ath-miR5021,AT3G51550
ath-miR5021,AT4G05020
ath-miR5021,AT4G05020
ath-miR5021,AT5G24670
ath-miR5021,AT3G06660
ath-miR5021,AT1G73740
ath-miR5021,AT5G26670
ath-miR5021,AT5G18760
ath-miR5021,AT5G26670
ath-miR5021,AT1G53650
ath-miR5021,AT1G50780
ath-miR5021,AT4G32590
ath-miR5021,AT4G32590
ath-miR5021,AT4G32590
ath-miR5021,AT4G32590
ath-miR5021,AT1G80370
ath-miR5021,AT1G19980
ath-miR5021,AT1G74410
ath-miR5021,AT5G11390
ath-miR5021,AT3G24550
ath-miR5021,AT2G46830
ath-miR5021,AT2G34500
ath-miR5021,AT5G66320
ath-miR5021,AT5G44820
ath-miR5021,AT1G04555
ath-miR5021,AT5G64816
ath-miR5021,AT5G64816
ath-miR5021,AT2G38290
ath-miR5021,AT2G38290
ath-miR5021,AT5G23870
ath-miR5021,AT5G40530
ath-miR5021,AT1G20970
ath-miR5021,AT4G00440
ath-miR5021,AT4G00440
ath-miR5021,AT4G00440
ath-miR5021,AT4G24480
ath-miR5021,AT3G23900
ath-miR5021,AT4G35790
ath-miR5021,AT4G35790
ath-miR5021,AT4G35790
ath-miR5021,AT3G22150
ath-miR5021,AT2G19170
ath-miR5021,AT3G13460
ath-miR5021,AT3G13460
ath-miR5021,AT3G13460
ath-miR5021,AT3G13460
ath-miR5021,AT1G03190
ath-miR5021,AT3G07810
ath-miR5021,AT3G07810
ath-miR5021,AT2G16750
ath-miR5021,AT3G21320
ath-miR5021,AT3G20770
ath-miR5021,AT1G33980
ath-miR5021,AT1G33980
ath-miR5021,AT3G60680
ath-miR5021,AT5G25040
ath-miR5021,AT3G26370
ath-miR5021,AT2G40520
ath-miR5021,AT2G40520
ath-miR5021,AT2G40520
ath-miR5021,AT3G50910
ath-miR5021,AT5G25040
ath-miR5021,AT5G25040
ath-miR5021,AT2G40520
ath-miR5021,AT3G48160
ath-miR5021,AT1G17940
ath-miR5021,AT2G01290
ath-miR5021,AT3G10260
ath-miR5021,AT5G38220
ath-miR5021,AT3G15140
ath-miR5021,AT1G16060
ath-miR5021,AT3G10260
ath-miR5021,AT2G13770
ath-miR5021,AT5G25810
ath-miR5021,AT2G18910
ath-miR5021,AT5G66440
ath-miR5021,AT5G10946
ath-miR5021,AT1G51355
ath-miR5021,AT1G55570
ath-miR5021,AT3G16850
ath-miR5021,AT2G01735
ath-miR5021,AT1G71970
ath-miR5021,AT4G02235
ath-miR5021,AT5G49680
ath-miR5021,AT2G19390
ath-miR5021,AT1G77680
ath-miR5021,AT5G40890
ath-miR5021,AT3G44820
ath-miR5021,AT1G04310
ath-miR5021,AT1G69060
ath-miR5021,AT3G26570
ath-miR5021,AT1G02030
ath-miR5021,AT3G55260
ath-miR5021,AT1G49740
ath-miR5021,AT1G10150
ath-miR5021,AT4G30993
ath-miR5021,AT4G30993
ath-miR5021,AT1G30473
ath-miR5021,AT4G10380
ath-miR5021,AT4G32000
ath-miR5021,AT1G23980
ath-miR5021,AT4G32000
ath-miR5021,AT5G39750
ath-miR5021,AT2G21320
ath-miR5021,AT3G05230
ath-miR5021,AT3G05230
ath-miR5021,AT1G28420
ath-miR5021,AT5G56240
ath-miR5021,AT5G56240
ath-miR5021,AT5G57870
ath-miR5021,AT5G57870
ath-miR5021,AT2G41900
ath-miR5021,AT5G67030
ath-miR5021,AT5G67030
ath-miR5021,AT4G32250
ath-miR5021,AT3G12080
ath-miR5021,AT3G12080
ath-miR5021,AT2G19600
ath-miR5021,AT2G19450
ath-miR5021,AT3G21070
ath-miR5021,AT3G21070
ath-miR5021,AT1G67410
ath-miR5021,AT5G67420
ath-miR5021,AT3G25110
ath-miR5021,AT3G48070
ath-miR5021,AT2G27770
ath-miR5021,AT1G05800
ath-miR5021,AT3G48070
ath-miR5021,AT1G28070
ath-miR5021,AT3G23890
ath-miR5021,AT3G23890
ath-miR5021,AT1G19835
ath-miR5021,AT1G80410
ath-miR5021,AT2G17550
ath-miR5021,AT1G65920
ath-miR5021,AT1G80410
ath-miR5021,AT2G17550
ath-miR5021,AT1G69440
ath-miR5021,AT1G79090
ath-miR5021,AT1G79090
ath-miR5021,AT4G13550
ath-miR5021,AT4G19610
ath-miR5021,AT3G60750
ath-miR5021,AT4G21880
ath-miR5021,AT3G07060
ath-miR5021,AT3G60750
ath-miR5021,AT1G08520
ath-miR5021,AT3G16000
ath-miR5021,AT3G27580
ath-miR5021,AT1G22530
ath-miR5021,AT3G49160
ath-miR5021,AT2G23300
ath-miR5021,AT3G15095
ath-miR5021,AT2G27030
ath-miR5021,AT3G27580
ath-miR5021,AT5G12120
ath-miR5021,AT5G23610
ath-miR5021,AT5G23610
ath-miR5021,AT2G43070
ath-miR5021,AT3G15095
ath-miR5021,AT4G19670
ath-miR5021,AT1G76990
ath-miR5021,AT1G12860
ath-miR5021,AT4G37650
ath-miR5021,AT3G15095
ath-miR5021,AT3G55660
ath-miR5021,AT1G76990
ath-miR5021,AT5G22400
ath-miR5021,AT5G55970
ath-miR5021,AT3G57400
ath-miR5021,AT3G09010
ath-miR5021,AT4G02130
ath-miR5021,AT3G52870
ath-miR5021,AT4G02130
ath-miR5021,AT2G02800
ath-miR5021,AT3G52340
ath-miR5021,AT4G34160
ath-miR5021,AT3G07870
ath-miR5021,AT1G68460
ath-miR5021,AT3G44610
ath-miR5021,AT5G46560
ath-miR5021,AT2G02800
ath-miR5021,AT1G09795
ath-miR5021,AT2G31690
ath-miR5021,AT3G63140
ath-miR5021,AT1G14260
ath-miR5021,AT1G65560
ath-miR5021,AT4G02130
ath-miR5021,AT3G49070
ath-miR5021,AT1G80940
ath-miR5021,AT1G74020
ath-miR5021,AT2G18840
ath-miR5021,AT1G80940
ath-miR5021,AT4G01883
ath-miR5021,AT3G50060
ath-miR5021,AT3G23400
ath-miR5021,AT5G08330
ath-miR5021,AT4G32260
ath-miR5021,AT3G17350
ath-miR5021,AT2G17880
ath-miR5021,AT2G01818
ath-miR5021,AT2G27030
ath-miR5021,AT2G27030
ath-miR5021,AT1G24360
ath-miR5021,AT5G63950
ath-miR5021,AT5G01680
ath-miR5021,AT2G35150
ath-miR5021,AT5G58320
ath-miR5021,AT1G28560
ath-miR5021,AT1G28560
ath-miR5021,AT1G61180
ath-miR5021,AT2G21170
ath-miR5021,AT2G21170
ath-miR5021,AT1G61180
ath-miR5021,AT1G53000
ath-miR5021,AT2G30933
ath-miR5021,AT2G30933
ath-miR5021,AT2G19880
ath-miR5021,AT2G19880
ath-miR5021,AT1G47128
ath-miR5021,AT4G30270
ath-miR5021,AT1G54080
ath-miR5021,AT3G48160
ath-miR5021,AT4G38600
ath-miR5021,AT4G38600
ath-miR5021,AT1G18270
ath-miR5021,AT1G18270
ath-miR5021,AT1G18270
ath-miR5021,AT4G16620
ath-miR5021,AT4G38600
ath-miR5021,AT4G38600
ath-miR5021,AT5G61010
ath-miR5021,AT2G47820
ath-miR5021,AT5G61010
ath-miR5021,AT3G25660
ath-miR5021,AT1G17060
ath-miR5021,AT3G30380
ath-miR5021,AT3G30380
ath-miR5021,AT3G11100
ath-miR5021,AT4G22666
ath-miR5021,AT4G22666
ath-miR5021,AT5G60860
ath-miR5021,AT1G55860
ath-miR5021,AT5G14120
ath-miR5021,AT4G32600
ath-miR5021,AT4G39710
ath-miR5021,AT4G39710
ath-miR5021,AT5G62090
ath-miR5021,AT1G19870
ath-miR5021,AT2G42490
ath-miR5021,AT2G04160
ath-miR5021,AT3G04960
ath-miR5021,AT2G26300
ath-miR5021,AT2G31070
ath-miR5021,AT4G38420
ath-miR5021,AT5G15950
ath-miR5021,AT5G15948
ath-miR5021,AT5G15950
ath-miR5021,AT5G53970
ath-miR5021,AT5G07860
ath-miR5021,AT1G06690
ath-miR5021,AT1G02880
ath-miR5021,AT1G02880
ath-miR5021,AT1G02880
ath-miR5021,AT5G61130
ath-miR5021,AT4G16442
ath-miR5021,AT1G59865
ath-miR5021,AT1G61667
ath-miR5021,AT2G16280
ath-miR5021,AT1G02570
ath-miR5021,AT5G10810
ath-miR5021,AT5G41610
ath-miR5021,AT4G23470
ath-miR5021,AT5G59550
ath-miR5021,AT3G50000
ath-miR5021,AT5G58730
ath-miR5021,AT3G62690
ath-miR5021,AT4G20030
ath-miR5021,AT3G25150
ath-miR5021,AT4G39010
ath-miR5021,AT3G25150
ath-miR5021,AT3G20560
ath-miR5021,AT1G24350
ath-miR5021,AT1G24350
ath-miR5021,AT1G24350
ath-miR5021,AT2G41620
ath-miR5021,AT5G58120
ath-miR5021,AT5G46080
ath-miR5021,AT4G04745
ath-miR5021,AT1G20696
ath-miR5021,AT1G20696
ath-miR5021,AT1G20696
ath-miR5021,AT1G52370
ath-miR5021,AT1G35320
ath-miR5021,AT4G35560
ath-miR5021,AT4G35560
ath-miR5021,AT1G54080
ath-miR5021,AT1G54080
ath-miR5021,AT2G45430
ath-miR5021,AT1G74500
ath-miR5021,AT5G41600
ath-miR5021,AT5G33290
ath-miR5021,AT2G02910
ath-miR5021,AT3G07920
ath-miR5021,AT3G05741
ath-miR5021,AT3G02580
ath-miR5021,AT5G40300
ath-miR5021,AT4G21370
ath-miR5021,AT1G08050
ath-miR5021,AT3G19930
ath-miR5021,AT5G55550
ath-miR5021,AT5G55550
ath-miR5021,AT2G41870
ath-miR5021,AT5G22890
ath-miR5021,AT4G01100
ath-miR5021,AT2G46340
ath-miR5021,AT3G61780
ath-miR5021,AT5G22010
ath-miR5021,AT2G24130
ath-miR5021,AT5G28400
ath-miR5021,AT1G49670
ath-miR5021,AT5G28320
ath-miR5021,AT1G10850
ath-miR5021,AT5G49780
ath-miR5021,AT3G21620
ath-miR5021,AT2G20240
ath-miR5021,AT2G38010
ath-miR5021,AT2G38010
ath-miR5021,AT1G49670
ath-miR5021,AT1G64630
ath-miR5021,AT1G64628
ath-miR5021,AT5G05240
ath-miR5021,AT5G01712
ath-miR5021,AT5G01710
ath-miR5021,AT5G24870
ath-miR5021,AT3G58750
ath-miR5021,AT2G40570
ath-miR5021,AT2G40570
ath-miR5021,AT3G07650
ath-miR5021,AT1G10280
ath-miR5021,AT5G04920
ath-miR5021,AT3G07650
ath-miR5021,AT5G17580
ath-miR5021,AT4G02920
ath-miR5021,AT3G19380
ath-miR5021,AT2G18170
ath-miR5021,AT4G02920
ath-miR5021,AT1G24170
ath-miR5021,AT5G18420
ath-miR5021,AT5G20220
ath-miR5021,AT5G20220
ath-miR5021,AT5G18420
ath-miR5021,AT3G60220
ath-miR5021,AT5G18420
ath-miR5021,AT4G36160
ath-miR5021,AT2G43360
ath-miR5021,AT4G18830
ath-miR5021,AT5G07842
ath-miR5021,AT3G12000
ath-miR5021,AT4G10430
ath-miR5021,AT1G71940
ath-miR5021,AT5G59950
ath-miR5021,AT1G71940
ath-miR5021,AT1G49510
ath-miR5021,AT5G16650
ath-miR5021,AT5G41960
ath-miR5021,AT5G64780
ath-miR5021,AT3G13130
ath-miR5021,AT1G09995
ath-miR5021,AT4G16146
ath-miR5021,AT3G10380
ath-miR5021,AT1G77500
ath-miR5021,AT3G17700
ath-miR5021,AT4G36580
ath-miR5021,AT2G01940
ath-miR5021,AT2G01940
ath-miR5021,AT5G61210
ath-miR5021,AT5G01430
ath-miR5021,AT5G01430
ath-miR5021,AT4G37890
ath-miR5021,AT5G57090
ath-miR5021,AT4G37890
ath-miR5021,AT1G06520
ath-miR5021,AT5G11020
ath-miR5021,AT1G47270
ath-miR5021,AT1G47270
ath-miR5021,AT4G09000
ath-miR5021,AT1G07420
ath-miR5021,AT4G09000
ath-miR5021,AT1G07420
ath-miR5021,AT5G42900
ath-miR5021,AT5G42900
ath-miR5021,AT5G42900
ath-miR5021,AT2G13680
ath-miR5021,AT5G67620
ath-miR5021,AT5G64130
ath-miR5021,AT5G64130
ath-miR5021,AT5G64130
ath-miR5021,AT5G38060
ath-miR5021,AT5G38060
ath-miR5021,AT3G52250
ath-miR5021,AT1G77800
ath-miR5021,AT1G77800
ath-miR5021,AT1G24190
ath-miR5021,AT1G24190
ath-miR5021,AT2G21390
ath-miR5021,AT1G62020
ath-miR5021,AT3G15880
ath-miR5021,AT5G17680
ath-miR5021,AT3G15880
ath-miR5021,AT3G15880
ath-miR5021,AT3G24320
ath-miR5021,AT5G28350
ath-miR5021,AT2G24120
ath-miR5021,AT2G01980
ath-miR5021,AT4G36150
ath-miR5021,AT3G57570
ath-miR5021,AT2G24120
ath-miR5021,AT4G24790
ath-miR5021,AT4G24790
ath-miR5021,AT1G05200
ath-miR5021,AT4G30190
ath-miR5021,AT1G22610
ath-miR5021,AT4G00760
ath-miR5021,AT1G05200
ath-miR5021,AT4G36360
ath-miR5021,AT4G36360
ath-miR5021,AT4G01810
ath-miR5021,AT5G67470
ath-miR5021,AT2G31010
ath-miR5021,AT2G31010
ath-miR5021,AT1G73430
ath-miR5021,AT2G24280
ath-miR5021,AT1G73430
ath-miR5021,AT4G34710
ath-miR5021,AT3G05750
ath-miR5021,AT1G11130
ath-miR5021,AT5G64940
ath-miR5021,AT3G12915
ath-miR5021,AT1G01060
ath-miR5021,AT3G45190
ath-miR5021,AT4G22540
ath-miR5021,AT5G64940
ath-miR5021,AT5G59710
ath-miR5021,AT1G01060
ath-miR5021,AT4G29000
ath-miR5021,AT1G01060
ath-miR5021,AT3G08680
ath-miR5021,AT1G01060
ath-miR5021,AT5G04500
ath-miR5021,AT5G41580
ath-miR5021,AT5G01110
ath-miR5021,AT2G05920
ath-miR5021,AT2G19130
ath-miR5021,AT5G13820
ath-miR5021,AT3G08680
ath-miR5021,AT1G01060
ath-miR5021,AT3G01040
ath-miR5021,AT3G01040
ath-miR5021,AT1G17440
ath-miR5021,AT2G39350
ath-miR5021,AT1G17440
ath-miR5021,AT3G61240
ath-miR5021,AT2G34410
ath-miR5021,AT3G04850
ath-miR5021,AT5G24380
ath-miR5021,AT5G66200
ath-miR5021,AT3G02880
ath-miR5021,AT1G02020
ath-miR5021,AT4G39180
ath-miR5021,AT5G57460
ath-miR5021,AT4G38340
ath-miR5021,AT1G48480
ath-miR5021,AT5G55060
ath-miR5021,AT2G37710
ath-miR5021,AT1G18150
ath-miR5021,AT1G02020
ath-miR5021,AT1G11310
ath-miR5021,AT1G70630
ath-miR5021,AT5G55060
ath-miR5021,AT1G11310
ath-miR5021,AT1G03290
ath-miR5021,AT3G27390
ath-miR5021,AT3G26030
ath-miR5021,AT1G20950
ath-miR5021,AT2G47850
ath-miR5021,AT1G18150
ath-miR5021,AT3G61240
ath-miR5021,AT5G47800
ath-miR5021,AT3G25890
ath-miR5021,AT3G54950
ath-miR5021,AT1G18150
ath-miR5021,AT1G17290
ath-miR5021,AT2G47850
ath-miR5021,AT3G49880
ath-miR5021,AT5G07820
ath-miR5021,AT2G47850
ath-miR5021,AT2G30880
ath-miR5021,AT3G59080
ath-miR5021,AT1G73480
ath-miR5021,AT3G18970
ath-miR5021,AT2G34410
ath-miR5021,AT5G02030
ath-miR5021,AT5G43960
ath-miR5021,AT4G20170
ath-miR5021,AT3G24460
ath-miR5021,AT2G30880
ath-miR5021,AT3G42950
ath-miR5021,AT5G58380
ath-miR5021,AT2G45310
ath-miR5021,AT5G43960
ath-miR5021,AT3G62660
ath-miR5021,AT3G10480
ath-miR5021,AT3G11720
ath-miR5021,AT3G11720
ath-miR5021,AT3G17510
ath-miR5021,AT3G59080
ath-miR5021,AT5G16020
ath-miR5021,AT5G63640
ath-miR5021,AT1G06070
ath-miR5021,AT2G25737
ath-miR5021,AT5G40470
ath-miR5021,AT5G07370
ath-miR5021,AT5G05850
ath-miR5021,AT3G11720
ath-miR5021,AT3G63430
ath-miR5021,AT1G03290
ath-miR5021,AT5G49945
ath-miR5021,AT1G53230
ath-miR5021,AT5G60920
ath-miR5021,AT2G01450
ath-miR5021,AT2G34410
ath-miR5021,AT5G50150
ath-miR5021,AT2G01450
ath-miR5021,AT4G20300
ath-miR5021,AT3G52180
ath-miR5021,AT5G67130
ath-miR5021,AT2G01450
ath-miR5021,AT2G01450
ath-miR5021,AT3G52060
ath-miR5021,AT2G26600
ath-miR5021,AT1G32790
ath-miR5021,AT2G47730
ath-miR5021,AT3G19340
ath-miR5021,AT1G55960
ath-miR5021,AT5G14280
ath-miR5021,AT3G10480
ath-miR5021,AT5G40810
ath-miR5021,AT3G02830
ath-miR5021,AT3G56750
ath-miR5021,AT3G10480
ath-miR5021,AT5G02190
ath-miR5021,AT4G23010
ath-miR5021,AT5G64020
ath-miR5021,AT4G28070
ath-miR5021,AT3G52060
ath-miR5021,AT1G72310
ath-miR5021,AT2G47450
ath-miR5021,AT4G22580
ath-miR5021,AT1G72490
ath-miR5021,AT1G10650
ath-miR5021,AT1G63170
ath-miR5021,AT1G60230
ath-miR5021,AT4G01080
ath-miR5021,AT3G50500
ath-miR5021,AT2G25220
ath-miR5021,AT4G14220
ath-miR5021,AT4G20300
ath-miR5021,AT1G73110
ath-miR5021,AT4G23010
ath-miR5021,AT5G24760
ath-miR5021,AT3G61850
ath-miR5021,AT4G34730
ath-miR5021,AT3G01590
ath-miR5021,AT3G61850
ath-miR5021,AT1G32790
ath-miR5021,AT5G24760
ath-miR5021,AT1G10650
ath-miR5021,AT3G18990
ath-miR5021,AT2G34560
ath-miR5021,AT2G34560
ath-miR5021,AT3G52180
ath-miR5021,AT2G25220
ath-miR5021,AT3G12740
ath-miR5021,AT3G24480
ath-miR5021,AT3G47940
ath-miR5021,AT3G50500
ath-miR5021,AT5G60360
ath-miR5021,AT2G03200
ath-miR5021,AT5G60360
ath-miR5021,AT4G22190
ath-miR5021,AT2G01470
ath-miR5021,AT5G60360
ath-miR5021,AT1G63930
ath-miR5021,AT4G09040
ath-miR5021,AT1G52870
ath-miR5021,AT1G63550
ath-miR5021,AT2G42670
ath-miR5021,AT2G42670
ath-miR5021,AT3G18630
ath-miR5021,AT2G03980
ath-miR5021,AT5G07370
ath-miR5021,AT3G55960
ath-miR5021,AT2G42570
ath-miR5021,AT1G52870
ath-miR5021,AT2G22310
ath-miR5021,AT3G15115
ath-miR5021,AT5G40810
ath-miR5021,AT3G04940
ath-miR5021,AT4G26288
ath-miR5021,AT4G09900
ath-miR5021,AT2G26230
ath-miR5021,AT5G07370
ath-miR5021,AT4G34920
ath-miR5021,AT5G07840
ath-miR5021,AT5G51570
ath-miR5021,AT2G37380
ath-miR5021,AT1G12520
ath-miR5021,AT1G12520
ath-miR5021,AT5G04890
ath-miR5021,AT4G28950
ath-miR5021,AT3G19184
ath-miR5021,AT2G42130
ath-miR5021,AT5G16440
