Drug,Target,Combine_score
Ketoprofen,IL13,0.714285714
Ketoprofen,ABHD14A,0.172
Ketoprofen,HTR1A,0.095238095
Ketoprofen,AKR1E2,0.17
Ketoprofen,HABP2,0.256
Ketoprofen,ABCA1,0.333333333
Ketoprofen,HGF,0.195
Ketoprofen,CCL5,0.19047619
Ketoprofen,BLAVIM-2,1
Ketoprofen,TMPRSS15,0.256
Ketoprofen,PDE7B,0.095238095
Ketoprofen,CYP26B1,0.095238095
Ketoprofen,C1R,0.256
Ketoprofen,FDPS,0.095238095
Ketoprofen,ALDH1A1,0.5
Ketoprofen,RGS19,0.5
Ketoprofen,MTR,0.238095238
Ketoprofen,VIL1,0.095238095
Ketoprofen,RGCC,0.619047619
Ketoprofen,NR2E1,0.19047619
Ketoprofen,FGF4,0.333333333
Ketoprofen,PPARD,0.547619048
Ketoprofen,ANO6,0.095238095
Ketoprofen,KNG1,0.152
Ketoprofen,PDE2A,0.095238095
Ketoprofen,PRKAA2,0.428571429
Ketoprofen,KLK6,0.256
Ketoprofen,OVCH1,0.256
Ketoprofen,OBFC1,0.095238095
Ketoprofen,MMP13,0.095238095
Ketoprofen,APOBEC1,0.095238095
Ketoprofen,SCP2,0.095238095
Ketoprofen,HSP90AB1,0.047619048
Ketoprofen,CD36,0.095238095
Ketoprofen,PIF1,0.095238095
Ketoprofen,GATA6,0.095238095
Ketoprofen,SIGLEC15,0.095238095
Ketoprofen,PRSS46,0.256
Ketoprofen,CRABP1,0.095238095
Ketoprofen,SERPINF2,0.19047619
Ketoprofen,PPARGC1A,0.095238095
Ketoprofen,PDE4D,0.095238095
Ketoprofen,TBXAS1,0.19047619
Ketoprofen,HDAC2,0.095238095
Ketoprofen,ORM1,0.095238095
Ketoprofen,SFRP1,0.095238095
Ketoprofen,CXCL3,0.476190476
Ketoprofen,PRKCB,0.095238095
Ketoprofen,EPX,0.095238095
Ketoprofen,CYB5R4,0.174
Ketoprofen,NDRG2,0.619047619
Ketoprofen,APOB,0.095238095
Ketoprofen,CCR3,0.285714286
Ketoprofen,SLC33A1,0.164
Ketoprofen,SLC22A24,0.203
Ketoprofen,CHRNA2,0.095238095
Ketoprofen,MINPP1,0.286
Ketoprofen,TH,0.19047619
Ketoprofen,COL1A1,0.333333333
Ketoprofen,IL1B,0.942857143
Ketoprofen,SLC22A1,0.817047619
Ketoprofen,MTHFD2,0.238095238
Ketoprofen,GPER1,0.285714286
Ketoprofen,STC1,0.095238095
Ketoprofen,MFSD1,0.164
Ketoprofen,RXRB,0.095238095
Ketoprofen,ABHD11,0.172
Ketoprofen,BAD,0.095238095
Ketoprofen,NKX2-6,0.095238095
Ketoprofen,CYP11B1,0.047619048
Ketoprofen,ENDOV,0.158
Ketoprofen,ACKR1,0.19047619
Ketoprofen,FGF1,0.047619048
Ketoprofen,PPBP,0.476190476
Ketoprofen,SPNS1,0.164
Ketoprofen,GSTM2,0.095238095
Ketoprofen,TMPRSS12,0.256
Ketoprofen,SCN9A,0.095238095
Ketoprofen,PRSS58,0.256
Ketoprofen,AKT2,0.095238095
Ketoprofen,OGT,0.095238095
Ketoprofen,CALCA,0.19047619
Ketoprofen,TMPRSS11A,0.256
Ketoprofen,PTGER4,0.095238095
Ketoprofen,GABRA3,0.095238095
Ketoprofen,ACKR3,0.285714286
Ketoprofen,METRNL,0.619047619
Ketoprofen,ZNF488,0.095238095
Ketoprofen,FPR2,0.285714286
Ketoprofen,MASP1,0.256
Ketoprofen,LTB4R,0.095238095
Ketoprofen,PRDM16,0.619047619
Ketoprofen,UBE2C,0.476190476
Ketoprofen,FTCD,0.238095238
Ketoprofen,SLC2A5,0.382333333
Ketoprofen,SLC1A3,0.095238095
Ketoprofen,PTGDR,0.142857143
Ketoprofen,CXCR4,0.523809524
Ketoprofen,ATP6V1A,0.095238095
Ketoprofen,TOP2A,0.047619048
Ketoprofen,SSTR2,0.285714286
Ketoprofen,DNMT3B,0.095238095
Ketoprofen,ATP12A,0.151
Ketoprofen,NPS,0.19047619
Ketoprofen,OPRM1,0.285714286
Ketoprofen,ACKR4,0.285714286
Ketoprofen,PDE9A,0.095238095
Ketoprofen,ASIC2,0.095238095
Ketoprofen,ADIG,0.095238095
Ketoprofen,SEC24A,0.095238095
Ketoprofen,AZU1,0.256
Ketoprofen,ABAT,0.238095238
Ketoprofen,IDO1,0.095238095
Ketoprofen,MPL,0.142857143
Ketoprofen,DUSP10,0.19047619
Ketoprofen,CD34,0.19047619
Ketoprofen,TBX1,0.095238095
Ketoprofen,ZBTB46,0.095238095
Ketoprofen,APOA2,0.714285714
Ketoprofen,ENPP1,0.095238095
Ketoprofen,FPR3,0.285714286
Ketoprofen,NSD1,0.095238095
Ketoprofen,NCOR1,0.095238095
Ketoprofen,NUCB1,0.476190476
Ketoprofen,OLIG2,0.095238095
Ketoprofen,KCNQ3,0.571428571
Ketoprofen,ACTN2,0.095238095
Ketoprofen,LRP1,0.095238095
Ketoprofen,CNR1,0.19047619
Ketoprofen,CACNA2D1,0.095238095
Ketoprofen,GABRA4,0.095238095
Ketoprofen,FGFR2,0.095238095
Ketoprofen,PC,0.238095238
Ketoprofen,TNFSF4,0.095238095
Ketoprofen,CYP2D6,0.19047619
Ketoprofen,NR0B2,0.095238095
Ketoprofen,CERS1,0.095238095
Ketoprofen,NCOA6,0.095238095
Ketoprofen,HLA-E,0.095238095
Ketoprofen,PAMR1,0.256
Ketoprofen,TMPRSS9,0.256
Ketoprofen,PRKAG1,0.428571429
Ketoprofen,AVPR1A,0.619047619
Ketoprofen,GNAI2,0.476190476
Ketoprofen,PTGS1,1
Ketoprofen,SHH,0.095238095
Ketoprofen,ACHE,0.095238095
Ketoprofen,MAPK3,0.095238095
Ketoprofen,ALDOB,0.19047619
Ketoprofen,PDE10A,0.095238095
Ketoprofen,SLC22A10,0.203
Ketoprofen,MYH10,0.095238095
Ketoprofen,ASPA,0.095238095
Ketoprofen,GAP43,0.095238095
Ketoprofen,SLC16A10,0.164
Ketoprofen,RELN,0.19047619
Ketoprofen,PTGER1,0.095238095
Ketoprofen,TNFRSF11A,0.19047619
Ketoprofen,SPNS2,0.164
Ketoprofen,ESRRG,0.095238095
Ketoprofen,PTGES3,0.19047619
Ketoprofen,NRIP1,0.095238095
Ketoprofen,OMA1,0.095238095
Ketoprofen,IL1RN,0.19047619
Ketoprofen,PLA2G4A,0.095238095
Ketoprofen,CYP26C1,0.095238095
Ketoprofen,GRIN1,0.19047619
Ketoprofen,VEGFA,0.19047619
Ketoprofen,MLYCD,0.095238095
Ketoprofen,SLC11A2,0.19047619
Ketoprofen,GSX2,0.095238095
Ketoprofen,SLC15A2,0.142857143
Ketoprofen,NR1I3,0.5
Ketoprofen,MID1IP1,0.19047619
Ketoprofen,ABCD2,0.095238095
Ketoprofen,OSBPL11,0.095238095
Ketoprofen,ISL1,0.095238095
Ketoprofen,TMPRSS11E,0.256
Ketoprofen,GABRR1,0.047619048
Ketoprofen,CBR1,0.19047619
Ketoprofen,RUNX1,0.095238095
Ketoprofen,IL6,0.095238095
Ketoprofen,CYBA,0.095238095
Ketoprofen,GDF5,0.333333333
Ketoprofen,PDE6A,0.095238095
Ketoprofen,KMT2E,0.095238095
Ketoprofen,PTGR2,0.428571429
Ketoprofen,CANT1,0.191
Ketoprofen,MMRN2,0.19047619
Ketoprofen,AKR1C1,0.525714286
Ketoprofen,NR2F2,0.095238095
Ketoprofen,P2RY11,0.19047619
Ketoprofen,GLUL,0.19047619
Ketoprofen,IL20RB,0.095238095
Ketoprofen,APPL1,0.095238095
Ketoprofen,SNAI2,0.095238095
Ketoprofen,DHODH,0.095238095
Ketoprofen,NAPRT,0.619047619
Ketoprofen,PRKG1,0.19047619
Ketoprofen,PROX1,0.095238095
Ketoprofen,ALB,0.918
Ketoprofen,FOXO1,0.095238095
Ketoprofen,MMP9,0.095238095
Ketoprofen,CXCR5,0.523809524
Ketoprofen,S100A12,0.047619048
Ketoprofen,CDC20,0.619047619
Ketoprofen,NLGN1,0.19047619
Ketoprofen,SLC2A7,0.237
Ketoprofen,CDK1,0.476190476
Ketoprofen,PTGS2,1
Ketoprofen,SLC2A2,0.164
Ketoprofen,ABHD16A,0.476190476
Ketoprofen,GABRR3,0.047619048
Ketoprofen,P2RY12,0.19047619
Ketoprofen,ADORA2B,0.19047619
Ketoprofen,LPL,0.095238095
Ketoprofen,SLC35A2,0.233
Ketoprofen,PTBP1,0.5
Ketoprofen,PTPN2,0.333333333
Ketoprofen,ITGB1BP1,0.19047619
Ketoprofen,GLO1,0.428571429
Ketoprofen,AHCYL1,0.15
Ketoprofen,PDE1A,0.095238095
Ketoprofen,ABCC9,0.714285714
Ketoprofen,KLK2,0.256
Ketoprofen,XBP1,0.19047619
Ketoprofen,MEF2A,0.095238095
Ketoprofen,HTR1E,0.047619048
Ketoprofen,KCNQ2,0.571428571
Ketoprofen,HEY2,0.095238095
Ketoprofen,NR1H2,0.333333333
Ketoprofen,BMP8A,0.095238095
Ketoprofen,TACR1,0.047619048
Ketoprofen,BDKRB2,0.619047619
Ketoprofen,AKR1B1,0.249047619
Ketoprofen,GABRQ,0.095238095
Ketoprofen,LTC4S,0.19047619
Ketoprofen,CCDC88A,0.095238095
Ketoprofen,MTFMT,0.238095238
Ketoprofen,CUL1,0.476190476
Ketoprofen,MSX2,0.095238095
Ketoprofen,DLL4,0.19047619
Ketoprofen,LCN12,0.095238095
Ketoprofen,A2M,0.619047619
Ketoprofen,CES1,0.095238095
Ketoprofen,NPC1,0.095238095
Ketoprofen,FABP1,0.095238095
Ketoprofen,CNPY2,0.095238095
Ketoprofen,CCR7,0.285714286
Ketoprofen,KLK5,0.256
Ketoprofen,UGT1A6,0.714285714
Ketoprofen,ELANE,0.256
Ketoprofen,PCSK9,0.095238095
Ketoprofen,LRAT,0.095238095
Ketoprofen,GATA2,0.095238095
Ketoprofen,MEN1,0.095238095
Ketoprofen,COMP,0.095238095
Ketoprofen,DHFRL1,0.238095238
Ketoprofen,SPN,0.095238095
Ketoprofen,CLIC5,0.095238095
Ketoprofen,GABRD,0.095238095
Ketoprofen,ALOX5AP,0.333333333
Ketoprofen,SHMT2,0.238095238
Ketoprofen,ADRB1,0.19047619
Ketoprofen,LIPJ,0.172
Ketoprofen,AADACL4,0.195
Ketoprofen,AADACL3,0.195
Ketoprofen,IKBKB,0.428571429
Ketoprofen,CELA2B,0.256
Ketoprofen,ADIPOQ,0.333333333
Ketoprofen,F2,0.233333333
Ketoprofen,CTC1,0.095238095
Ketoprofen,MMP2,0.047619048
Ketoprofen,RAB3B,0.19047619
Ketoprofen,IL8,0.619
Ketoprofen,ATP6AP2,0.19047619
Ketoprofen,HTR2A,0.047619048
Ketoprofen,NR4A3,0.095238095
Ketoprofen,SREBF2,0.095238095
Ketoprofen,NGFR,0.311904762
Ketoprofen,MED25,0.095238095
Ketoprofen,CREB1,0.19047619
Ketoprofen,HPN,0.256
Ketoprofen,GABRE,0.095238095
Ketoprofen,PRKCE,0.095238095
Ketoprofen,KLK1,0.256
Ketoprofen,GPX4,0.19047619
Ketoprofen,F11,0.256
Ketoprofen,HSPA8,0.047619048
Ketoprofen,GABRG3,0.095238095
Ketoprofen,COL27A1,0.095238095
Ketoprofen,ASIC1,0.571428571
Ketoprofen,GDNF,0.19047619
Ketoprofen,HSPA1B,0.047619048
Ketoprofen,MST1,0.195
Ketoprofen,MTHFR,0.238095238
Ketoprofen,ENSG00000244255,0.256
Ketoprofen,IFNG,0.095238095
Ketoprofen,EHD1,0.095238095
Ketoprofen,PTGDS,0.19047619
Ketoprofen,RYR2,0.095238095
Ketoprofen,GNAS,0.547619048
Ketoprofen,ADRA1A,0.476190476
Ketoprofen,GABRB3,0.095238095
Ketoprofen,S100A9,0.333333333
Ketoprofen,RPS6KA3,0.428571429
Ketoprofen,PRSS33,0.256
Ketoprofen,PPARG,0.880952381
Ketoprofen,SOX9,0.095238095
Ketoprofen,CLCNKA,0.095238095
Ketoprofen,ABCC8,0.761904762
Ketoprofen,ACACA,0.095238095
Ketoprofen,FKBP1B,0.095238095
Ketoprofen,BCL3,0.095238095
Ketoprofen,CUBN,0.095238095
Ketoprofen,FABP2,0.571428571
Ketoprofen,ACKR2,0.285714286
Ketoprofen,CYP1A2,0.19047619
Ketoprofen,PDE7A,0.095238095
Ketoprofen,ALOX15B,0.849142857
Ketoprofen,KLF4,0.19047619
Ketoprofen,AKR1C4,0.249047619
Ketoprofen,PDCD6IP,0.476190476
Ketoprofen,ALDH1L1,0.238095238
Ketoprofen,SLC12A1,0.047619048
Ketoprofen,IRS2,0.095238095
Ketoprofen,UGT1A5,0.047619048
Ketoprofen,UGT1A3,0.761142857
Ketoprofen,PTGFR,0.095238095
Ketoprofen,PRKAB1,0.428571429
Ketoprofen,PRSS12,0.256
Ketoprofen,TNFSF11,0.19047619
Ketoprofen,TYMS,0.238095238
Ketoprofen,PTPN1,0.095238095
Ketoprofen,GATA3,0.095238095
Ketoprofen,FHL2,0.095238095
Ketoprofen,TRAF6,0.095238095
Ketoprofen,CYP3A5,0.19047619
Ketoprofen,MYLIP,0.095238095
Ketoprofen,CYP19A1,0.5
Ketoprofen,CHRM3,0.095238095
Ketoprofen,SERPINA5,0.095238095
Ketoprofen,CYP3A4,0.595238095
Ketoprofen,CLCNKB,0.095238095
Ketoprofen,SLC16A2,0.238095238
Ketoprofen,THBS1,0.19047619
Ketoprofen,ABHD5,0.448
Ketoprofen,F12,0.256
Ketoprofen,TMPRSS2,0.256
Ketoprofen,PLIN5,0.095238095
Ketoprofen,CTRC,0.256
Ketoprofen,ABCB1,1
Ketoprofen,PPARA,0.428571429
Ketoprofen,MYOCD,0.095238095
Ketoprofen,NAMPT,0.619047619
Ketoprofen,AKR1A1,0.17
Ketoprofen,ALAD,0.095238095
Ketoprofen,APOE,0.270761905
Ketoprofen,F7,0.195
Ketoprofen,PRSS37,0.256
Ketoprofen,AGTR1,0.380952381
Ketoprofen,FOXP3,0.19047619
Ketoprofen,SLC16A7,0.238095238
Ketoprofen,RHEB,0.095238095
Ketoprofen,PRKDC,0.095238095
Ketoprofen,CST3,0.095238095
Ketoprofen,CTBP1,0.095238095
Ketoprofen,LRRK2,0.19047619
Ketoprofen,PTGER2,0.095238095
Ketoprofen,CIB1,0.19047619
Ketoprofen,CARTPT,0.19047619
Ketoprofen,MTOR,0.095238095
Ketoprofen,SLC6A2,0.095238095
Ketoprofen,CHRM2,0.095238095
Ketoprofen,SIRT1,0.19047619
Ketoprofen,NR1H3,0.333333333
Ketoprofen,CACNA1G,0.047619048
Ketoprofen,AHCYL2,0.165
Ketoprofen,DVL3,0.095238095
Ketoprofen,CCL2,0.19047619
Ketoprofen,FITM2,0.095238095
Ketoprofen,TFRC,0.19047619
Ketoprofen,S100A8,0.333333333
Ketoprofen,VIMP,0.095238095
Ketoprofen,KLK15,0.256
Ketoprofen,ADRA2A,0.19047619
Ketoprofen,TSPO,0.19047619
Ketoprofen,GPR25,0.285714286
Ketoprofen,KLK9,0.256
Ketoprofen,ASH1L,0.095238095
Ketoprofen,NFKBIA,0.428571429
Ketoprofen,FOXC2,0.19047619
Ketoprofen,SLC16A4,0.238095238
Ketoprofen,CPLX2,0.619047619
Ketoprofen,ALDH1L2,0.047619048
Ketoprofen,ENPEP,0.095238095
Ketoprofen,CXCR2,1
Ketoprofen,CD80,0.8
Ketoprofen,ANXA2,0.095238095
Ketoprofen,HRSP12,0.095238095
Ketoprofen,PNPLA2,0.333333333
Ketoprofen,IL4R,0.095238095
Ketoprofen,F10,0.195
Ketoprofen,FPR1,0.285714286
Ketoprofen,CXCL1,0.476190476
Ketoprofen,THBS3,0.095238095
Ketoprofen,PPME1,0.172
Ketoprofen,GGPS1,0.095238095
Ketoprofen,C1S,0.256
Ketoprofen,EHD2,0.16
Ketoprofen,KHK,0.19047619
Ketoprofen,HCLS1,0.095238095
Ketoprofen,ATF2,0.19047619
Ketoprofen,ERRFI1,0.095238095
Ketoprofen,GPR183,0.285714286
Ketoprofen,BATF,0.095238095
Ketoprofen,SLC26A6,0.19047619
Ketoprofen,BCL6,0.095238095
Ketoprofen,WNT7B,0.095238095
Ketoprofen,TMPRSS11F,0.256
Ketoprofen,MAPK9,0.619047619
Ketoprofen,AGER,0.19047619
Ketoprofen,PRSS36,0.256
Ketoprofen,HTR1B,0.095238095
Ketoprofen,INS,0.619047619
Ketoprofen,GPR39,0.095238095
Ketoprofen,RGN,0.19047619
Ketoprofen,P2RX7,0.095238095
Ketoprofen,CHRM1,0.095238095
Ketoprofen,AKR1C2,0.249047619
Ketoprofen,XCR1,0.285714286
Ketoprofen,SCN1A,0.095238095
Ketoprofen,PIK3CA,0.095238095
Ketoprofen,CORIN,0.256
Ketoprofen,XCL1,0.19047619
Ketoprofen,GLI3,0.5
Ketoprofen,PTPRE,0.095238095
Ketoprofen,PRSS48,0.256
Ketoprofen,NT5E,0.285714286
Ketoprofen,AKR1B15,0.17
Ketoprofen,TMPRSS4,0.256
Ketoprofen,HRH1,0.095238095
Ketoprofen,RFK,0.095238095
Ketoprofen,CNTNAP4,0.19047619
Ketoprofen,NR3C1,0.5
Ketoprofen,THBD,0.571428571
Ketoprofen,PTGES,0.19047619
Ketoprofen,SLC17A3,0.164
Ketoprofen,SLC16A11,0.164
Ketoprofen,ATAD5,0.5
Ketoprofen,PAWR,0.333333333
Ketoprofen,ATIC,0.238095238
Ketoprofen,ALOX15,0.619047619
Ketoprofen,CRABP2,0.095238095
Ketoprofen,CYP11B2,0.047619048
Ketoprofen,C1QC,0.095238095
Ketoprofen,NLGN2,0.19047619
Ketoprofen,ACR,0.256
Ketoprofen,ATP13A2,0.19047619
Ketoprofen,IL6R,0.095238095
Ketoprofen,LIPM,0.172
Ketoprofen,MAPT,0.5
Ketoprofen,COPS5,0.476190476
Ketoprofen,ADAM17,0.095238095
Ketoprofen,SSH1,0.19047619
Ketoprofen,SHMT1,0.238095238
Ketoprofen,QPRT,0.047619048
Ketoprofen,CXCR3,0.523809524
Ketoprofen,ATM,0.095238095
Ketoprofen,COPS7A,0.476190476
Ketoprofen,PLA2G3,0.19047619
Ketoprofen,OSBPL8,0.333333333
Ketoprofen,PRMT5,0.095238095
Ketoprofen,KLK8,0.256
Ketoprofen,TMPRSS11D,0.786
Ketoprofen,ITGB3,0.333333333
Ketoprofen,CHRNA7,0.19047619
Ketoprofen,KLKB1,0.256
Ketoprofen,SLC2A11,0.164
Ketoprofen,DNAJA3,0.333333333
Ketoprofen,CXCL6,0.476190476
Ketoprofen,PTGER3,0.19047619
Ketoprofen,GNA15,0.476190476
Ketoprofen,FGF8,0.095238095
Ketoprofen,IRS1,0.095238095
Ketoprofen,HMGCS1,0.095238095
Ketoprofen,UNC119,0.095238095
Ketoprofen,CAT,0.095238095
Ketoprofen,GPX1,0.19047619
Ketoprofen,P2RY4,0.095238095
Ketoprofen,ITPR1,0.095238095
Ketoprofen,GCLC,0.15
Ketoprofen,GRIN3A,0.095238095
Ketoprofen,SCN3A,0.095238095
Ketoprofen,PDHB,0.238095238
Ketoprofen,HES4,0.153
Ketoprofen,LEF1,0.095238095
Ketoprofen,NOS1,0.095238095
Ketoprofen,NFKB1,0.428571429
Ketoprofen,HCAR3,0.047619048
Ketoprofen,GSTP1,0.095238095
Ketoprofen,FAS,0.095238095
Ketoprofen,AGXT2,0.238095238
Ketoprofen,ALOX12B,0.19047619
Ketoprofen,EPHX1,0.172
Ketoprofen,C1RL,0.256
Ketoprofen,TNR,0.19047619
Ketoprofen,TBL1XR1,0.095238095
Ketoprofen,GABRP,0.095238095
Ketoprofen,PSMC5,0.476190476
Ketoprofen,GUCY1A3,0.19047619
Ketoprofen,CAD,0.095238095
Ketoprofen,GNB1,0.095238095
Ketoprofen,RPS6KA2,0.095238095
Ketoprofen,TPP1,0.095238095
Ketoprofen,HPR,0.256
Ketoprofen,PDE3A,0.095238095
Ketoprofen,RSAD2,0.095238095
Ketoprofen,SERHL2,0.172
Ketoprofen,ZDHHC17,0.095238095
Ketoprofen,HDAC7,0.19047619
Ketoprofen,BDKRB1,0.285714286
Ketoprofen,KLK11,0.256
Ketoprofen,IL9,0.095238095
Ketoprofen,ADRB3,0.19047619
Ketoprofen,SLC16A1,0.363047619
Ketoprofen,ENSG00000251357,0.164
Ketoprofen,F2RL1,0.095238095
Ketoprofen,HSP90B1,0.19047619
Ketoprofen,PRSS50,0.256
Ketoprofen,GABRG2,0.095238095
Ketoprofen,DRD2,0.19047619
Ketoprofen,PRSS22,0.256
Ketoprofen,PDE3B,0.095238095
Ketoprofen,PLA2G1B,0.095238095
Ketoprofen,SLC6A3,0.047619048
Ketoprofen,SLC22A9,0.771
Ketoprofen,ALOX12,0.679428571
Ketoprofen,INPP5D,0.095238095
Ketoprofen,PRSS55,0.256
Ketoprofen,AGT,0.19047619
Ketoprofen,IGF1R,0.095238095
Ketoprofen,NCOA1,0.095238095
Ketoprofen,FLOT1,0.19047619
Ketoprofen,SCN10A,0.095238095
Ketoprofen,CIB2,0.19047619
Ketoprofen,ADA,0.095238095
Ketoprofen,UGT1A7,0.095238095
Ketoprofen,AMT,0.367619048
Ketoprofen,PRSS27,0.256
Ketoprofen,CFB,0.256
Ketoprofen,SLC16A12,0.164
Ketoprofen,GCLM,0.274
Ketoprofen,CX3CL1,0.19047619
Ketoprofen,CIDEA,0.095238095
Ketoprofen,KLK12,0.256
Ketoprofen,ABCG1,0.333333333
Ketoprofen,PLG,0.195
Ketoprofen,CYSLTR1,0.285714286
Ketoprofen,MAPK1,0.547619048
Ketoprofen,STAP1,0.095238095
Ketoprofen,AR,0.523809524
Ketoprofen,CYGB,0.095238095
Ketoprofen,NPPC,0.095238095
Ketoprofen,CD300A,0.095238095
Ketoprofen,MECOM,0.619047619
Ketoprofen,ARRDC3,0.19047619
Ketoprofen,GREM1,0.095238095
Ketoprofen,PDE6B,0.095238095
Ketoprofen,CD86,0.095238095
Ketoprofen,LY6E,0.19047619
Ketoprofen,LOX1.1,0.5
Ketoprofen,UGT2B7,0.743
Ketoprofen,NRXN1,0.19047619
Ketoprofen,F9,0.195
Ketoprofen,SLC2A3,0.164
Ketoprofen,LBP,0.095238095
Ketoprofen,ITPR3,0.095238095
Ketoprofen,FUS,0.095238095
Ketoprofen,PARVA,0.095238095
Ketoprofen,LPAR1,0.095238095
Ketoprofen,RPS6KA6,0.047619048
Ketoprofen,PPP1R16B,0.19047619
Ketoprofen,SLC16A9,0.164
Ketoprofen,GALK1,0.193
Ketoprofen,AADAC,0.195
Ketoprofen,NOTCH1,0.19047619
Ketoprofen,HGFAC,0.256
Ketoprofen,F3,0.095238095
Ketoprofen,SLC22A8,0.445428571
Ketoprofen,PROZ,0.256
Ketoprofen,AACS,0.095238095
Ketoprofen,TMEM27,0.095238095
Ketoprofen,PLP2,0.19047619
Ketoprofen,ADRA2C,0.19047619
Ketoprofen,FGF2,0.333333333
Ketoprofen,TRPV1,0.19047619
Ketoprofen,NCKAP1L,0.095238095
Ketoprofen,RPS6KA1,0.095238095
Ketoprofen,PDE11A,0.095238095
Ketoprofen,IL4,0.095238095
Ketoprofen,AKR1B10,0.17
Ketoprofen,CDC37,0.095238095
Ketoprofen,APOC2,0.19047619
Ketoprofen,CRH,0.19047619
Ketoprofen,HTR1F,0.047619048
Ketoprofen,NRG1,0.095238095
Ketoprofen,RBX1,0.476190476
Ketoprofen,UGT1A8,0.095238095
Ketoprofen,IRF4,0.095238095
Ketoprofen,FURIN,0.095238095
Ketoprofen,NNMT,0.047619048
Ketoprofen,CDH13,0.095238095
Ketoprofen,NCF1,0.19047619
Ketoprofen,MATN1,0.095238095
Ketoprofen,NOS1AP,0.095238095
Ketoprofen,PTK2B,0.19047619
Ketoprofen,C1QTNF2,0.095238095
Ketoprofen,LEP,0.095238095
Ketoprofen,SLC2A14,0.164
Ketoprofen,ATF6,0.5
Ketoprofen,AGTR2,0.285714286
Ketoprofen,PDE4A,0.285714286
Ketoprofen,NTRK1,0.19047619
Ketoprofen,HTR1D,0.047619048
Ketoprofen,PRSS57,0.256
Ketoprofen,CTRB1,0.256
Ketoprofen,KLK3,0.256
Ketoprofen,PLAU,0.195
Ketoprofen,BCL10,0.095238095
Ketoprofen,HSPA6,0.047619048
Ketoprofen,PRSS3,0.256
Ketoprofen,PMP22,1
Ketoprofen,TWIST1,0.095238095
Ketoprofen,MCHR2,0.095238095
Ketoprofen,CYSLTR2,0.142857143
Ketoprofen,COL9A1,0.095238095
Ketoprofen,GART,0.238095238
Ketoprofen,P2RX4,0.19047619
Ketoprofen,PINK1,0.19047619
Ketoprofen,ZNF536,0.333333333
Ketoprofen,STX3,0.333333333
Ketoprofen,TOR1A,0.19047619
Ketoprofen,ADAMTS1,0.095238095
Ketoprofen,ATP4A,0.151
Ketoprofen,GZMK,0.256
Ketoprofen,LIPF,0.172
Ketoprofen,PRKAG2,0.428571429
Ketoprofen,ARG1,0.19047619
Ketoprofen,MRVI1,0.19047619
Ketoprofen,ENSG00000184761,0.256
Ketoprofen,HDAC9,0.19047619
Ketoprofen,IFNA2,0.095238095
Ketoprofen,PDE5A,0.285714286
Ketoprofen,ENSG00000269741,0.256
Ketoprofen,TUBA1A,0.476190476
Ketoprofen,GABRB1,0.095238095
Ketoprofen,PTGDR2,0.428571429
Ketoprofen,CA2,0.047619048
Ketoprofen,PDE4C,0.095238095
Ketoprofen,CAV1,0.476190476
Ketoprofen,NOX1,0.095238095
Ketoprofen,SCN5A,0.095238095
Ketoprofen,FITM1,0.095238095
Ketoprofen,TEN1,0.095238095
Ketoprofen,SLC27A1,0.19047619
Ketoprofen,LGALS9,0.19047619
Ketoprofen,SOAT1,0.095238095
Ketoprofen,CRHR2,0.19047619
Ketoprofen,HPGDS,0.19047619
Ketoprofen,HSPA2,0.047619048
Ketoprofen,LIPE,0.195
Ketoprofen,ABHD14B,0.172
Ketoprofen,NCEH1,0.195
Ketoprofen,SCN8A,0.047619048
Ketoprofen,GABRG1,0.095238095
Ketoprofen,SRPX2,0.19047619
Ketoprofen,FAM213B,0.19047619
Ketoprofen,HEG1,0.619047619
Ketoprofen,ENSG00000183292,0.256
Ketoprofen,KLK14,0.256
Ketoprofen,CCNB1,0.095238095
Ketoprofen,RORC,0.5
Ketoprofen,IL18,0.095238095
Ketoprofen,LPA,0.195
Ketoprofen,CCR5,0.285714286
Ketoprofen,UGT1A1,0.753904762
Ketoprofen,TPSG1,0.256
Ketoprofen,HSPA1A,0.047619048
Ketoprofen,PDPK1,0.095238095
Ketoprofen,C2,0.256
Ketoprofen,SLC16A8,0.363047619
Ketoprofen,ACE,0.380952381
Ketoprofen,SLC16A5,0.363047619
Ketoprofen,C5AR1,0.285714286
Ketoprofen,PRTN3,0.256
Ketoprofen,LIPA,0.172
Ketoprofen,OXTR,0.19047619
Ketoprofen,CELA3A,0.256
Ketoprofen,PDE1C,0.095238095
Ketoprofen,HCAR2,0.047619048
Ketoprofen,PDE6C,0.095238095
Ketoprofen,CCM2L,0.619047619
Ketoprofen,WNT11,0.619047619
Ketoprofen,PANX1,0.095238095
Ketoprofen,CXCR6,0.285714286
Ketoprofen,TENM4,0.095238095
Ketoprofen,MSR1,0.095238095
Ketoprofen,DRD1,0.19047619
Ketoprofen,SLC15A1,0.142857143
Ketoprofen,RYR3,0.19047619
Ketoprofen,ADORA1,0.285714286
Ketoprofen,NFKB2,0.428571429
Ketoprofen,AKR1CL1,0.17
Ketoprofen,HMGB1,0.19047619
Ketoprofen,HLX,0.095238095
Ketoprofen,PRSS53,0.256
Ketoprofen,ALG8,0.172
Ketoprofen,SPNS3,0.164
Ketoprofen,GABRR2,0.047619048
Ketoprofen,TMPRSS3,0.256
Ketoprofen,CHRNB2,0.19047619
