"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"HADHA",3.85886634656997e-13,-0.254870045315867,0.131,0.172,7.03201214335445e-09,"HADHA","Downregulated"
"PRH1",3.86425652501234e-13,-1.26547230971579,0.015,0.032,7.04183466552998e-09,"PRH1","Downregulated"
"SIRT7",3.87823810905692e-13,-0.647871595512746,0.041,0.067,7.06731330613443e-09,"SIRT7","Downregulated"
"LINC00513",3.97320830538456e-13,0.772997599840126,0.189,0.146,7.24037749490228e-09,"LINC00513","Upregulated"
"KLHDC2",4.0448041342854e-13,-1.04816668023834,0.018,0.037,7.37084657390828e-09,"KLHDC2","Downregulated"
"FEZ2",4.08310895044394e-13,-0.489669270985123,0.045,0.072,7.44064944039399e-09,"FEZ2","Downregulated"
"KRCC1",4.26338185067791e-13,-0.428680469859883,0.061,0.092,7.76916074649036e-09,"KRCC1","Downregulated"
"APLP1",4.3231349600367e-13,-2.15496150959581,0.006,0.018,7.87804883767488e-09,"APLP1","Downregulated"
"ATP1A1",4.51617391150403e-13,-0.296568344911348,0.101,0.138,8.2298237189338e-09,"ATP1A1","Downregulated"
"LAX1",4.544181979866e-13,-0.296843479791798,0.051,0.08,8.28086282190981e-09,"LAX1","Downregulated"
"BIRC3",4.66266715504515e-13,0.508826407574883,0.319,0.269,8.49677835663878e-09,"BIRC3","Upregulated"
"SLC25A39",4.79609785961254e-13,-0.432244189909525,0.079,0.113,8.73992912957193e-09,"SLC25A39","Downregulated"
"NPRL2",4.8156123012931e-13,-0.515132935223503,0.034,0.058,8.77549029664642e-09,"NPRL2","Downregulated"
"TLR10",5.07159508566411e-13,-1.17141425610305,0.008,0.022,9.2419677246057e-09,"TLR10","Downregulated"
"TMEM43",5.29975993630975e-13,-0.51449089044075,0.045,0.072,9.65775253193725e-09,"TMEM43","Downregulated"
"JPX",5.31329425130067e-13,-0.297112596826075,0.046,0.074,9.6824161141452e-09,"JPX","Downregulated"
"MMS22L",5.40355615417275e-13,-1.09020945242061,0.014,0.031,9.84690037974900e-09,"MMS22L","Downregulated"
"DPF2",5.61063675616238e-13,-0.499348533032001,0.043,0.07,1.02242633607547e-08,"DPF2","Downregulated"
"SMIM37",5.88374583600294e-13,-0.452168622621989,0.08,0.113,1.07219500369482e-08,"SMIM37","Downregulated"
"OMA1",5.94967607647374e-13,-0.68814803094715,0.03,0.053,1.08420947141581e-08,"OMA1","Downregulated"
"MGAT4A",6.08841532807283e-13,0.88413097514984,0.185,0.144,1.10949192523471e-08,"MGAT4A","Upregulated"
"POLD4",6.17817183277326e-13,-1.26480344023524,0.018,0.036,1.12584825308627e-08,"POLD4","Downregulated"
"LTA4H",6.2103088735111e-13,-0.39972900126753,0.062,0.093,1.13170458601993e-08,"LTA4H","Downregulated"
"ARSG",6.25877291362023e-13,-1.11662144208265,0.021,0.04,1.14053618804901e-08,"ARSG","Downregulated"
"COL27A1",6.27903495039876e-13,-2.39299613711875,0.004,0.014,1.14422853901117e-08,"COL27A1","Downregulated"
"CCDC18",6.29571102583982e-13,-1.1042503860014,0.007,0.02,1.14726742023879e-08,"CCDC18","Downregulated"
"WDR61",6.51383672963511e-13,-0.286205999460787,0.061,0.092,1.18701646724141e-08,"WDR61","Downregulated"
"CYSLTR1",7.02871032898723e-13,-0.523597514419841,0.023,0.044,1.28084188325134e-08,"CYSLTR1","Downregulated"
"ATXN7L3B",7.1023722325484e-13,-0.490153971549851,0.028,0.05,1.2942652919373e-08,"ATXN7L3B","Downregulated"
"NCOA7",7.1168467596415e-13,-0.560534631630178,0.041,0.067,1.29690298500947e-08,"NCOA7","Downregulated"
"PPIE",7.33665001816467e-13,-0.361975829850169,0.067,0.099,1.33695773281015e-08,"PPIE","Downregulated"
"TMEM273",7.4349180567882e-13,-0.514614150534975,0.038,0.063,1.35486511748851e-08,"TMEM273","Downregulated"
"AXL",7.67496473125603e-13,2.13827709288579,0.061,0.036,1.39860882297679e-08,"AXL","Upregulated"
"SDAD1",7.87371610982457e-13,-0.620782473243092,0.043,0.069,1.43482728669333e-08,"SDAD1","Downregulated"
"DIP2A",7.91192304447992e-13,-0.824157581562017,0.031,0.054,1.44178973639558e-08,"DIP2A","Downregulated"
"CD320",7.91307205411537e-13,-0.48988686944833,0.061,0.091,1.44199912042144e-08,"CD320","Downregulated"
"SHPRH",8.25819522464636e-13,-0.764989963077835,0.023,0.043,1.50489091578731e-08,"SHPRH","Downregulated"
"TNFRSF13B",8.27670713075446e-13,-1.10329107459907,0.01,0.025,1.50826434043738e-08,"TNFRSF13B","Downregulated"
"DCTD",8.74681747888332e-13,-0.515596002145021,0.05,0.078,1.59393254917691e-08,"DCTD","Downregulated"
"ERFE",9.0118427445431e-13,-2.56980021928368,0.003,0.012,1.64222810333809e-08,"ERFE","Downregulated"
"ADD1",9.1533014422439e-13,-0.515513755784248,0.049,0.077,1.66800612182011e-08,"ADD1","Downregulated"
"RHNO1",9.59867345954947e-13,-0.978598617452811,0.027,0.048,1.7491662645337e-08,"RHNO1","Downregulated"
"PPIL6",9.71332567364161e-13,-1.78199203097328,0.003,0.012,1.77005933750771e-08,"PPIL6","Downregulated"
"ING4",9.77475110170971e-13,-0.695633669368191,0.024,0.045,1.78125289326456e-08,"ING4","Downregulated"
"CST3",9.9823546900728e-13,-0.926602864774756,0.075,0.108,1.81908449517197e-08,"CST3","Downregulated"
"CAT",9.98957066976444e-13,-0.353268858242467,0.081,0.115,1.82039946315117e-08,"CAT","Downregulated"
"KNOP1",1.01984945652119e-12,-0.681780215494374,0.013,0.03,1.85847166461856e-08,"KNOP1","Downregulated"
"C11orf21",1.08873537426701e-12,-0.870628935995568,0.019,0.038,1.98400247252678e-08,"C11orf21","Downregulated"
"PLBD1",1.09464970612582e-12,-0.58417490634244,0.012,0.028,1.99478015947309e-08,"PLBD1","Downregulated"
"C20orf27",1.1570706398632e-12,-0.473199734746932,0.047,0.075,2.10852982702271e-08,"C20orf27","Downregulated"
"SYTL1",1.16415381997353e-12,-0.806289987738925,0.034,0.058,2.12143750613776e-08,"SYTL1","Downregulated"
"CYTL1",1.17786072027046e-12,-2.32156672362897,0.002,0.012,2.14641559054885e-08,"CYTL1","Downregulated"
"CREBZF",1.2031328038111e-12,-0.487908240594158,0.036,0.06,2.19246890838497e-08,"CREBZF","Downregulated"
"UBE2J2",1.32487675429146e-12,-0.83325013833691,0.032,0.055,2.41432290934532e-08,"UBE2J2","Downregulated"
"METTL16",1.32509713424598e-12,-0.735579677606111,0.024,0.044,2.41472450773646e-08,"METTL16","Downregulated"
"PEX11B",1.32659231322623e-12,-1.0706678219073,0.012,0.028,2.41744917239216e-08,"PEX11B","Downregulated"
"ZNF281",1.36214029057203e-12,-0.413885214396816,0.058,0.088,2.48222825150942e-08,"ZNF281","Downregulated"
"LRBA",1.38775203107916e-12,-0.640800015284155,0.045,0.071,2.52890052623556e-08,"LRBA","Downregulated"
